,category,predicted_category,text
107,TECH,name,msu student awareness video instant hit though several video covid 19 consequent lockdown going viral social medium awareness video produced student department mass communication manonmaniam sundaranar univer though several video covid 19 consequent lockdown going viral social medium awareness video produced student department mass communication manonmaniam sundaranar university msu conveys powerful message hoarding 2597 char
108,GENERAL,name,ethiopia declares state emergency curb spread covid19 ethiopia prime minister abiy ahmed april 8 declared state emergency country help curb spread new coronavirus office said twitterconsidering gravity th ethiopia prime minister abiy ahmed april 8 declared state emergency country help curb spread new coronavirus office said twitterconsidering gravity covid19 government ethiopia enacted state 35 char
109,BUSINESS,name,sterling wilson promoter pay r 500 crore debt promoter sterling wilson solar limited swsl repaid another 500 crore company loan outstanding sterling wilson private limited swpl subsidiary sterling promoter sterling wilson solar limited swsl repaid another 500 crore company loan outstanding sterling wilson private limited swpl subsidiary sterling wilson international fze swfzethe solar epc solution 1886 char
110,BUSINESS,name,coronavirus president vp donate month salary pmcares fund president office tweet announced pledge taken amid crisis direct impact government economy fight deadly disease president ram nath kovind sunday announced contribute one month salary prime minister relief fund fight novel coronavirus crisis also appealed citizen donate fund defeat pandemicthe president office tweet anno 860 char
111,GENERAL,name,two virus death punjab victim include acp ludhiana punjab saturday reported two covid19 death including assistant commissioner police revenue officer kanungostate health department said patient ludiana district total number covid19 death punjab 917 char
112,TECH,name,playstation gamers acquire uncharted game free move part playstations play home initiative aim keep gamers rookie expert home covid19 lockdown quarantine gaming industry observed turbulent 2020 far lot difficulty coming postcoronavirus outbreak around world according june 2019 insight report analysis firm newzoo hypothesised global gaming industry would h 3558 char
113,GENERAL,name,7 covid19 patient discharged new positive case reported tirunelveli district monday tirunelvelieven new covid19 positive case reported tirunelveli district monday 7 person district undergoing treatment sars cov 2 virus discharged tirunelveli medical college hospital todayof 7 pe 1600 char
114,GENERAL,name,disinfection doortodoor check way cordoned area tirunelveli thoothukudi several locality including melapalayam kodeeswaran nagar kalakkad district cordoned 29 resident tested positive covid19 twentyeight attended r several locality including melapalayam kodeeswaran nagar kalakkad district cordoned 29 resident tested positive covid19 twentyeight attended religious congregation delhi recently disinfection op 1940 char
115,GENERAL,name,premier league player create player together campaign covid19 relief player premier league launched playerstogether campaign help national health service covid19 treatment relief effort catherine ivillgetty imagesplayers premier league launched playerstogether campaign help national health service covid19 treatment relief effortsthe statement readwe confirm extensive conversat 701 char
116,TECH,name,training rural community leader covid19 online capacity building programme taken national institute rural development panchayati raj nirdpr collaboration unicef hyderabad field office training 2833 lakh community leader online program practice social behavior required control transmission 1505 char
